Tweet,Message,Match,Polarity
1269, RT    THIS  O M G  No wonder there are so many INCELS online  when we are continuing to allow these creeps to teach our kids   U,NONE,neutral
1270, So says marriage dropouts  Why people who are dropouts always criticise the institutions they were in  D,dropouts,negative
1271, RT    Asking a favor of my followers  Please RT this  I want to get the message out to all student athletes that Judson Univ,favor,positive
1272, If it s about their protests against university ordinance  1963   the opposition to a 3,"protests,opposition",negative
1273, RT    The University of  Texas at San Antonio is participating in a pioneering program to introduce  ArtificialIntelligence,NONE,neutral
1274, RT    Academics have been criticised as  shameful  for holding a slave auction re enactment during a university conference dinn,"shameful,slave",negative
1275, RT    Imagine  Imagine being a university  Imagine being a university and sending an email to your international students th,NONE,neutral
1276, RT    The University of  Texas at San Antonio is participating in a pioneering program to introduce  ArtificialIntelligence,NONE,neutral
1277, RT      Lancashire   Pro   It s also odd that people who make this argument that grammar schools are,odd,negative
1278, RT    Imagine  Imagine being a university  Imagine being a university and sending an email to your international students th,NONE,neutral
1279, RT    Imagine  Imagine being a university  Imagine being a university and sending an email to your international students th,NONE,neutral
1280, RT    Imagine  Imagine being a university  Imagine being a university and sending an email to your international students th,NONE,neutral
1281, RT    Imagine  Imagine being a university  Imagine being a university and sending an email to your international students th,NONE,neutral
1282, RT    Asking a favor of my followers  Please take 2 seconds to RT this  I want to get the message out to all student athlete,favor,positive
1283, RT    Asking a favor of my followers  Please take 2 seconds to RT this  I want to get the message out to all student athlete,favor,positive
1284, RT    Imagine  Imagine being a university  Imagine being a university and sending an email to your international students th,NONE,neutral
1285, RT     ShutAll OnlyImran  When it came to humanity  Shaukat Khanum became a hospital  When it came to education  I made a Namal U,NONE,neutral
1286, I am in Canada where private schools do have specialized programs  Some focus on sports  so,NONE,neutral
1287, RT     ShutAll OnlyImran  When it came to humanity  Shaukat Khanum became a hospital  When it came to education  I made a Namal U,NONE,neutral
1288, RT      Try investing in young people by giving them an apprenticeship  Not everyone is cut out for university  Stop te,NONE,neutral
1289, RT    MSU outperformed Harvard University and the University of Michigan in the Social Science Education category with 277 total po,outperformed,positive
1290, RT    Imagine  Imagine being a university  Imagine being a university and sending an email to your international students th,NONE,neutral
1291, RT   hindu  Hundreds of people took to the streets in Delhi today in support of the students  protest against the hostel and mess fee hi,"protest,mess",negative
1292, RT    After attending university for many months  it s only on this day that the girl with the blonde hair received an education  htt,NONE,neutral
1293, RT    My inaugural on 12 December will discuss teaching  adult education  communities  amp  imagining paradise in the university,paradise,positive
1294, Global Youth Rebellion   Education   RAGE University,rage,negative
1295, RT    We are excited to announce our second annual Indigenous Education and Math Conference  IKMath2020 at Lakehead University,excited,positive
1296, RT    Imagine  Imagine being a university  Imagine being a university and sending an email to your international students th,NONE,neutral
1297, Global Youth Rebellion   Education   RAGE University,rage,negative
1298, nbc   I was taking the general sentiment about the studies themselves  not the effectiveness of mod,effectiveness,positive
1299, RT    College  counsellors know how important  mentalhealth services are      Jodi Caldwell  director of Georgia Southern  Univ,important,positive
1300, RT     Something magical   Eastmain leads Cree territory in graduation rates 3 years running,"magical,leads",positive
1301, RT      Lancashire   Pro   It s also odd that people who make this argument that grammar schools are,odd,negative
1302, RT     HappeningNow    I am currently at the University of Technology  Jamaica making a donation to the University on behalf,NONE,neutral
1303, Free Education University  gt  gt  How to get grants for trade or vocational school  community colleges  or a university,free,positive
1304, RT    Imagine  Imagine being a university  Imagine being a university and sending an email to your international students th,NONE,neutral
1305, RT   hindu  Hundreds of people took to the streets in Delhi today in support of the students  protest against the hostel and mess fee hi,"protest,mess",negative
1306, College  counsellors know how important  mentalhealth services are      Jodi Caldwell  director of Georgia Southern,important,positive
1307, Two students at the same University  The mother of one works at the   Commission  amp  earns  300 00 th,works,positive
1308, RT    I am EXTREMELY blessed and proud to announce that I have verbally committed to play D1 softball and further my education,proud,positive
1309, RT    Imagine  Imagine being a university  Imagine being a university and sending an email to your international students th,NONE,neutral
1310, RT    University and College Union election manifesto calls for investment in staff  The next government should invest in the further,NONE,neutral
1311, RT    Imagine  Imagine being a university  Imagine being a university and sending an email to your international students th,NONE,neutral
1312, RT    The University of  Texas at San Antonio is participating in a pioneering program to introduce  ArtificialIntelligence,NONE,neutral
1313, RT    Imagine  Imagine being a university  Imagine being a university and sending an email to your international students th,NONE,neutral
1314, RT     If you re a student  Labour is on your side  We ll create a National Education Service  make lifelong education a right,right,positive
1315, RT    The University of  Texas at San Antonio is participating in a pioneering program to introduce  ArtificialIntelligence,NONE,neutral
1316, Time to tell Alberta to start  unbelievable they didn t decades ago  retraining for,unbelievable,negative
1317, Narrowed Gaps and Persistent Challenges  Examining Rural Nonrural Disparities in Postsecondary Outcomes over Time,NONE,neutral
1318, RT   resource  University As A Bridge To The Future A 2018 Quality Assurance Agency report found that students  dominant view of the pur,assurance,positive
1319, RT   resource  University As A Bridge To The Future   Applicants Students Future earnings is a strong theme in the current higher educat,strong,positive
1320, Threatening its  customers  and making a play for the award of most execrable university management in British high,NONE,neutral
1321, Bio    Former Journalist  IT  amp  SM In Charge  BJP Mahila Morcha  West Bengal  Honoured to be followed by Prime Minis,NONE,neutral
1322, The University of  Texas at San Antonio is participating in a pioneering program to introduce,NONE,neutral
1323, RT    Imagine  Imagine being a university  Imagine being a university and sending an email to your international students th,NONE,neutral
1324, RT    Providing a high level university experience with its global education methods and innovative education approach  BAU Intern,innovative,positive
1325, Education  Keio University  Environment and Information Studies major,NONE,neutral
1326, RT    Has anyone studied Harvard University s Introduction to Computer Science on edX   Would this suitable for people witho,suitable,positive
1327, RT    Imagine  Imagine being a university  Imagine being a university and sending an email to your international students th,NONE,neutral
1328, RT    Asking a favor of my followers  Please take 2 seconds to RT this  I want to get the message out to all student athlete,favor,positive
1329, This is fascinating  Some US universities are building retirement homes on their campuses  Lots of benefits to inte,"fascinating,benefits",positive
1330, RT    WATCH  College leftists harass conservative students   This is the direct result of far left political indoctrination,"harass,conservative,indoctrination",negative
1331, RT    1  straight As banging grades 2  higher education in a prestigious university 3  being able to spoil my family the way th,NONE,neutral
1332, RT    Ending the week in  HongKong with The Education University of Hong Kong and 30 teachers from across HK as Guest Lecturer,NONE,neutral
1333, Something magical   The Cree School Board in northern Quebec is setting ambitious graduation rate targets that are,"magical,ambitious",positive
1334, RT     myDu     myDU    DU Library    EJohnson        Dr  Halima N  Leak Francis,leak,negative
1335, RT    Two NYUAD students headed for Oxford University after winning Rhodes scholarship   The National,winning,positive
1336, Students accuse  Cambridge university of   greenwashing  ties with  oil  firms,accuse,negative
1337, Complicit Progressive Liberal Media is Cancer for democracy and Canada  especially since it s already me,"complicit,cancer",negative
1338, RT    Asking a favor of my followers  Please take 2 seconds to RT this  I want to get the message out to all student athlete,favor,positive
1339, RT     Something magical   Eastmain leads Cree territory in graduation rates 3 years running,"magical,leads",positive
1340, RT    College of the Redwoods and Humboldt State University formalized a longstanding partnership on Friday  with the overall,NONE,neutral
1341, RT    WATCH  College leftists harass conservative students   This is the direct result of far left political indoctrination,"harass,conservative,indoctrination",negative
1342, RT    WATCH  College leftists harass conservative students   This is the direct result of far left political indoctrination,"harass,conservative,indoctrination",negative
1343, RT    Asking a favor of my followers  Please take 2 seconds to RT this  I want to get the message out to all student athlete,favor,positive
1344, RT   hindu  Hundreds of people took to the streets in Delhi today in support of the students  protest against the hostel and mess fee hi,"protest,mess",negative
1345, RT    Asking a favor of my followers  Please RT this  I want to get the message out to all student athletes that Judson Univ,favor,positive
1346, RT   hindu  Hundreds of people took to the streets in Delhi today in support of the students  protest against the hostel and mess fee hi,"protest,mess",negative
1347, RT     Students accuse Cambridge university of  greenwashing  ties with oil firms      GreenWash,accuse,negative
1348, RT     ShutAll OnlyImran  When it came to humanity  Shaukat Khanum became a hospital  When it came to education  I made a Namal U,NONE,neutral
1349, RT    Sometimes  I look around and it just hits me that I actually made it here   At a university  pursuing higher education,NONE,neutral
1350, RT    Asking a favor of my followers  Please take 2 seconds to RT this  I want to get the message out to all student athlete,favor,positive
1351, RT    Imagine  Imagine being a university  Imagine being a university and sending an email to your international students th,NONE,neutral
1352, RT        Pedophiles are actively influencing sexual education doctrine at the university educator level    t,NONE,neutral
1353, RT        The US ought to adopt what the Nordic countries do for PhD education  you re employed by the univers,NONE,neutral
1354, Just discovered that Barnaby Lenon is now Professor  Dean of Education at the University of Buckingham   Wow   interesting appointment,"wow,interesting",positive
1355, RT    After attending university for many months  it s only on this day that the girl with the blonde hair received an education  htt,NONE,neutral
1356, RT    1  straight As banging grades 2  higher education in a prestigious university 3  being able to spoil my family the way th,NONE,neutral
1357, I was lucky to have parents who paid for my education  and I didn t have any bad experience with people dissing on,"bad,dissing",negative
1358, RT    Imagine  Imagine being a university  Imagine being a university and sending an email to your international students th,NONE,neutral
1359, RT   hindu  Hundreds of people took to the streets in Delhi today in support of the students  protest against the hostel and mess fee hi,"protest,mess",negative
1360, Union warns of further strikes in universities row,NONE,neutral
1361, RT    Asking a favor of my followers  Please RT this  I want to get the message out to all student athletes that Judson Univ,favor,positive
1362, RT     ShutAll OnlyImran  When it came to humanity  Shaukat Khanum became a hospital  When it came to education  I made a Namal U,NONE,neutral
1363, RT    We have largely abandoned some of the fundamental reasons for a higher education mainly the maintenance of citizenry in f,NONE,neutral
1364, RT    Analysis   I have never ever ever seen a university statement like this  My god,like,positive
1365, RT    1  straight As banging grades 2  higher education in a prestigious university 3  being able to spoil my family the way th,NONE,neutral
1366, RT    Asking a favor of my followers  Please take 2 seconds to RT this  I want to get the message out to all student athlete,favor,positive
1367, RT    Imagine  Imagine being a university  Imagine being a university and sending an email to your international students th,NONE,neutral
1368, RT    1  straight As banging grades 2  higher education in a prestigious university 3  being able to spoil my family the way th,NONE,neutral
1369, We have largely abandoned some of the fundamental reasons for a higher education mainly the maintenance of citizenr,NONE,neutral
1370, RT    Imagine  Imagine being a university  Imagine being a university and sending an email to your international students th,NONE,neutral
1371, RT     There has been a change in definition in terms of the  ready to work  graduate  The  ready to work  graduate  now  is a,"ready,work",positive
1372, RT    Asking a favor of my followers  Please take 2 seconds to RT this  I want to get the message out to all student athlete,favor,positive
1373, We re looking forward to seeing the work of these  changemakers of the future,work,positive
1374, RT    Imagine  Imagine being a university  Imagine being a university and sending an email to your international students th,NONE,neutral
1375, RT    WATCH  College leftists harass conservative students   This is the direct result of far left political indoctrination,"harass,conservative,indoctrination",negative
1376, Garrett Peterson  our VP of Project Development  believes in a clean energy future  Through his experience as a sol,clean,positive
1377, RT    IMPACT OF USING COMPUTER ASSISTED INSTRUCTION  CAI  AS A SUPPLEMENT TO INSTRUCTION click to continue reading,NONE,neutral
1378, Students accuse Cambridge university of  greenwashing  ties with oil firms    science  brexitfree  news,accuse,negative
1379, RT    Asking a favor of my followers  Please take 2 seconds to RT this  I want to get the message out to all student athlete,favor,positive
1380, RT    Job  Coordinator  Sexual Violence Prevention Education McMaster University,NONE,neutral
1381, County of Simcoe presents  1 million to Lakehead University  ensuring university education is available closer to h,available,positive
1382, RT    1  straight As banging grades 2  higher education in a prestigious university 3  being able to spoil my family the way th,NONE,neutral
1383, RT   hindu  Hundreds of people took to the streets in Delhi today in support of the students  protest against the hostel and mess fee hi,"protest,mess",negative
1384, RT   hindu  Hundreds of people took to the streets in Delhi today in support of the students  protest against the hostel and mess fee hi,"protest,mess",negative
1385, Plus  I would never work at  UKE UNIVERSITY  as they don t even have a b ball team or any education or national pre,work,positive
1386, RT   samanta  Glad to share with one and all that    is the first university in India to be awarded with prestigious I,"glad,awarded,prestigious",positive
1387, RT   hindu  Hundreds of people took to the streets in Delhi today in support of the students  protest against the hostel and mess fee hi,"protest,mess",negative
1388, RT    WATCH  College leftists harass conservative students   This is the direct result of far left political indoctrination,"harass,conservative,indoctrination",negative
1389, RT    Asking a favor of my followers  Please take 2 seconds to RT this  I want to get the message out to all student athlete,favor,positive
1390, RT    Ont education minister deletes tweet after social media backlash     He may also want to delete the tweet of him  amp  the P,NONE,neutral
1391, Seeker179           The trump,trump,positive
1392, RT    This headline should read    increasing mandatory online learning from 0 to 2 courses  Ontario reducing online lear,NONE,neutral
1393, RT        by some strange twist of fate  Don Graves became a professor of education at the University of New Hampshire where Do,"strange,twist",negative
1394, louisiana Exactly what I m talking about       kid gets a D3 and you drive him to a JC instead,NONE,neutral
1395, RT    1  straight As banging grades 2  higher education in a prestigious university 3  being able to spoil my family the way th,NONE,neutral
1396, Asking a favor of my followers  Please RT this  I want to get the message out to all student athletes that Judson U,favor,positive
1397, RT   hindu  Hundreds of people took to the streets in Delhi today in support of the students  protest against the hostel and mess fee hi,"protest,mess",negative
1398, RT    This tweet about   s dishonest and shameful scaremongering of their students has been bothering me all morning  He,"dishonest,shameful,bothering",negative
1399, RT    Asking a favor of my followers  Please take 2 seconds to RT this  I want to get the message out to all student athlete,favor,positive
1400, RT   hindu  Hundreds of people took to the streets in Delhi today in support of the students  protest against the hostel and mess fee hi,"protest,mess",negative
1401, With no University degree or any education experience   With no GPS   This has shocked me      UtawalaWordExposition,shocked,negative
1402, RT        The US ought to adopt what the Nordic countries do for PhD education  you re employed by the univers,NONE,neutral
1403, RT    Asking a favor of my followers  Please take 2 seconds to RT this  I want to get the message out to all student athlete,favor,positive
1404, RT    Asking a favor of my followers  Please take 2 seconds to RT this  I want to get the message out to all student athlete,favor,positive
1405, RT    God is good   Humbled to announce that I will be continuing my education and athletic career at Louisiana State University,good,positive
1406, RT    The endless flip flopping by Ford government shows how poorly planned their policies are  Students should not be forced t,poorly,negative
1407, RT    Asking a favor of my followers  Please take 2 seconds to RT this  I want to get the message out to all student athlete,favor,positive
1408, RT    1  straight As banging grades 2  higher education in a prestigious university 3  being able to spoil my family the way th,NONE,neutral
1409, I ve long been proud of the special education  teachers my school  La Salle University  prepares  Now I ve learned,proud,positive
1410, RT     Something magical   Eastmain leads Cree territory in graduation rates 3 years running,"magical,leads",positive
1411, RT    Asking a favor of my followers  Please take 2 seconds to RT this  I want to get the message out to all student athlete,favor,positive
1412, Try investing in young people by giving them an apprenticeship  Not everyone is cut out for universit,NONE,neutral
1413, RT    Students  feeling SWAMPED  Check out Khadisha s  resourceful  tips     advice  manage  balance  w,NONE,neutral
1414, RT     ShutAll OnlyImran  When it came to humanity  Shaukat Khanum became a hospital  When it came to education  I made a Namal U,NONE,neutral
1415, myDu     myDU    DU Library    EJohnson        Dr  Halima N  Leak Fran,leak,negative
1416, RT    Ont education minister deletes tweet after social media backlash     He may also want to delete the tweet of him  amp  the P,NONE,neutral
1417, RT    WATCH  College leftists harass conservative students   This is the direct result of far left political indoctrination,"harass,conservative,indoctrination",negative
1418, RT    Analysis   I have never ever ever seen a university statement like this  My god,like,positive
1419, RT    WATCH  College leftists harass conservative students   This is the direct result of far left political indoctrination,"harass,conservative,indoctrination",negative
1420, RT    Asking a favor of my followers  Please take 2 seconds to RT this  I want to get the message out to all student athlete,favor,positive
1421, RT    1  straight As banging grades 2  higher education in a prestigious university 3  being able to spoil my family the way th,NONE,neutral
1422, RT    Analysis   I have never ever ever seen a university statement like this  My god,like,positive
1423, RT   hindu  Hundreds of people took to the streets in Delhi today in support of the students  protest against the hostel and mess fee hi,"protest,mess",negative
1424, RT    Imagine  Imagine being a university  Imagine being a university and sending an email to your international students th,NONE,neutral
1425, RT    Imagine  Imagine being a university  Imagine being a university and sending an email to your international students th,NONE,neutral
1426, Asking a favor of my followers  Please take 2 seconds to RT this  I want to get the message out to all student athl,favor,positive
1427, RT    WATCH  College leftists harass conservative students   This is the direct result of far left political indoctrination,"harass,conservative,indoctrination",negative
1428, RT    1  straight As banging grades 2  higher education in a prestigious university 3  being able to spoil my family the way th,NONE,neutral
1429, RT    Not good enough  There should be ZERO mandatory online courses  There are so many problems with forced e learning  Some st,"good,enough",positive
1430, RT    Janaki Nair s sparkling essay on why JNU embodies the heady post independence hopes of what public education was supposed to,sparkling,positive
1431, RT    We out beat all countries on this universe when it came to education  India was the only country to have university education,NONE,neutral
1432, RT    WATCH  College leftists harass conservative students   This is the direct result of far left political indoctrination,"harass,conservative,indoctrination",negative
1433, RT   hindu  Hundreds of people took to the streets in Delhi today in support of the students  protest against the hostel and mess fee hi,"protest,mess",negative
1434, RT    Imagine  Imagine being a university  Imagine being a university and sending an email to your international students th,NONE,neutral
1435, Touro PA program earns 10 year reaccreditation,NONE,neutral
1436, RT    Save the Date   NAISA Indigenous Graduate Student Pre Conference Gathering    Wednesday  May 6  2020 University of Toronto,NONE,neutral
1437, RT    WATCH  College leftists harass conservative students   This is the direct result of far left political indoctrination,"harass,conservative,indoctrination",negative
1438, RT    Imagine  Imagine being a university  Imagine being a university and sending an email to your international students th,NONE,neutral
1439, RT    We are excited to announce our second annual Indigenous Education and Math Conference  IKMath2020 at Lakehead University,excited,positive
1440, Read this case study to find out how the University of Portsmouth is improving the education experience with  Cisco,improving,positive
1441, RT    WATCH  College leftists harass conservative students   This is the direct result of far left political indoctrination,"harass,conservative,indoctrination",negative
1442, RT     ShutAll OnlyImran  When it came to humanity  Shaukat Khanum became a hospital  When it came to education  I made a Namal U,NONE,neutral
1443, RT    Imagine  Imagine being a university  Imagine being a university and sending an email to your international students th,NONE,neutral
1444, RT   germany  Have you ever wanted to  StudyinGermany  We take you by the hand and give the advice you need on how to find the right  uni,right,positive
1445, RT    Students accuse Cambridge university of  greenwashing  ties with oil firms,accuse,negative
1446, RT    WATCH  College leftists harass conservative students   This is the direct result of far left political indoctrination,"harass,conservative,indoctrination",negative
1447, RT    Many thanks to the   for the award of a Classics everywhere grant to organise  next year  a public panel on t,award,positive
1448, RT    WATCH  College leftists harass conservative students   This is the direct result of far left political indoctrination,"harass,conservative,indoctrination",negative
1449, 9 receive honors at Touro s annual Lamplighter Gala,NONE,neutral
1450, RT   hindu  Hundreds of people took to the streets in Delhi today in support of the students  protest against the hostel and mess fee hi,"protest,mess",negative
1451, RT    After attending university for many months  it s only on this day that the girl with the blonde hair received an education  htt,NONE,neutral
1452, RT   baal  Save the date   LGaS13 will take place on 29th April 2020 at the University of Westminster  The theme is  Language  Gender a,NONE,neutral
1453, RT   hindu  Hundreds of people took to the streets in Delhi today in support of the students  protest against the hostel and mess fee hi,"protest,mess",negative
1454, RT    Conference  China and Higher Education  Knowledge diplomacy and the role of higher education in Chinese international relatio,NONE,neutral
1455, RT    WATCH  College leftists harass conservative students   This is the direct result of far left political indoctrination,"harass,conservative,indoctrination",negative
1456, RT    Ont education minister deletes tweet after social media backlash     He may also want to delete the tweet of him  amp  the P,NONE,neutral
1457, RT    WATCH  College leftists harass conservative students   This is the direct result of far left political indoctrination,"harass,conservative,indoctrination",negative
1458, RT    London South Bank University offers programmes at  Bahrain s ASU   including at its dedicated Engineering School to boost k,"dedicated,boost",positive
1459, RT    Analysis   I have never ever ever seen a university statement like this  My god,like,positive
1460, Had a lively discussion with Prof  Spahiu s students at  KolegjiAAB University   in Fush Kosove  Impresse,lively,positive
1461, RT    Imagine  Imagine being a university  Imagine being a university and sending an email to your international students th,NONE,neutral
1462, RT     ShutAll OnlyImran  When it came to humanity  Shaukat Khanum became a hospital  When it came to education  I made a Namal U,NONE,neutral
1463, RT    Middle aged   I m old enough to remember the 70s and that s where Labour is taking us  Is that what you want    Young   The 70,enough,positive
1464, RT    WATCH  College leftists harass conservative students   This is the direct result of far left political indoctrination,"harass,conservative,indoctrination",negative
1465, THS article examining one of the effects of marketisation and competition in universities    institution size   but,NONE,neutral
1466, RT     Something magical   Eastmain leads Cree territory in graduation rates 3 years running,"magical,leads",positive
1467, RT   asd mum  waiting on a group to create it    It s been 17 months on Doug s watch      When it comes to the health  edu,NONE,neutral
1468, RT    WATCH  College leftists harass conservative students   This is the direct result of far left political indoctrination,"harass,conservative,indoctrination",negative
1469, RT    Imagine  Imagine being a university  Imagine being a university and sending an email to your international students th,NONE,neutral
1470, RT    WATCH  College leftists harass conservative students   This is the direct result of far left political indoctrination,"harass,conservative,indoctrination",negative
1471, RT     Something magical   Eastmain leads Cree territory in graduation rates 3 years running,"magical,leads",positive
1472, RT    Imagine  Imagine being a university  Imagine being a university and sending an email to your international students th,NONE,neutral
1473, RT    Imagine  Imagine being a university  Imagine being a university and sending an email to your international students th,NONE,neutral
1474, goes beyond basic classroom curricula  After more than 2 decades of teaching French language  she decided to follow,NONE,neutral
1475, Utility of Open Government Data for PhD students in India   Emerald Insight     Thanks to,NONE,neutral
1476, RT     Something magical   Eastmain leads Cree territory in graduation rates 3 years running,"magical,leads",positive
1477, RT    After attending university for many months  it s only on this day that the girl with the blonde hair received an education  htt,NONE,neutral
1478, RT    Imagine  Imagine being a university  Imagine being a university and sending an email to your international students th,NONE,neutral
1479, RT    Find out about our latest activities   the Jeanne Marchig International Centre for Animal Welfare Education  University of Edi,NONE,neutral
1480, RT    Imagine  Imagine being a university  Imagine being a university and sending an email to your international students th,NONE,neutral
1481, RT    WATCH  College leftists harass conservative students   This is the direct result of far left political indoctrination,"harass,conservative,indoctrination",negative
1482, RT   levesque  Alberta is fast becoming the hillbilly laughingstock of Canada under     Cancelling basic WCB insurance for farm,NONE,neutral
1483, RT    This tweet about   s dishonest and shameful scaremongering of their students has been bothering me all morning  He,"dishonest,shameful,bothering",negative
1484, RT    Imagine  Imagine being a university  Imagine being a university and sending an email to your international students th,NONE,neutral
1485, Earlier this morning at the Simpa Hall B ball Court inside the University of Education  Winneba for the X fitness l,NONE,neutral
1486, RT    Analysis   I have never ever ever seen a university statement like this  My god,like,positive
1487, RT    I was born and raised in Kaduna State where I had my primary and secondary education  In 2012  I was granted admission into,NONE,neutral
1488, RT    Imagine  Imagine being a university  Imagine being a university and sending an email to your international students th,NONE,neutral
1489, RT        by some strange twist of fate  Don Graves became a professor of education at the University of New Hampshire where Do,"strange,twist",negative
1490, Taxes   Uruguay Education is free from pre primary through the university level  Uruguay is about the size of the U,free,positive
1491, RT    Analysis   I have never ever ever seen a university statement like this  My god,like,positive
1492, RT    Imagine  Imagine being a university  Imagine being a university and sending an email to your international students th,NONE,neutral
1493, RT    Are looking for someone to pay to write your  online class university or college  assignments   Political Science   Bi,NONE,neutral
1494, RT    Job alert  closing date 15th December  Lecturer in Early Years Education at the University of Strathclyde  Ref no  264726,NONE,neutral
1495, RT    pay us to write your  online class university or college  assignments   Political Science   Forensic bio paper   Physi,NONE,neutral
1496, RT    Welcome to the  FlipFlopFord government  insisting their terrible ideas aren t horrible  Then demanding high fives for ta,"terrible,horrible",negative
1497, RT    Are looking for someone to pay to write your  online class university or college  assignments this  Semester     Polit,NONE,neutral
1498, I am not on strike as my university didn t make turnout  but as a precarious member of staff  I wholeheartedly supp,"strike,precarious",negative
1499, RT    The endless flip flopping by Ford government shows how poorly planned their policies are  Students should not be forced t,poorly,negative
1500, RT     ShutAll OnlyImran  When it came to humanity  Shaukat Khanum became a hospital  When it came to education  I made a Namal U,NONE,neutral
1501, RT   Palmater   reconciliation w Indig ppls includes self education  Check out   on  warriorlifepodcast who gives us update on C,reconciliation,positive
1502, Kwaza How I wish to have acquired university education to express myself better,better,positive
1503, RT     Something magical   Eastmain leads Cree territory in graduation rates 3 years running,"magical,leads",positive
1504, RT    WATCH  College leftists harass conservative students   This is the direct result of far left political indoctrination,"harass,conservative,indoctrination",negative
1505, RT    Ont education minister deletes tweet after social media backlash     He may also want to delete the tweet of him  amp  the P,NONE,neutral
1506, RT    Not good enough  There should be ZERO mandatory online courses  There are so many problems with forced e learning  Some st,"good,enough",positive
1507, RT    Imagine  Imagine being a university  Imagine being a university and sending an email to your international students th,NONE,neutral
1508, RT     I am confident that we can deliver Life Skills Education  amp  change the lives of adolescents so that they have a better,"confident,better",positive
1509, RT   NDelhi  Exchange of MoU between   NDelhi  amp  Western Sydney University   for bilateral cooperation in Education  R,NONE,neutral
1510, RT      first gen high school grad   first gen college grad    Title 1 to Tier 1   life changing experiences   amp  4 5 years later,NONE,neutral
1511, RT    WATCH  College leftists harass conservative students   This is the direct result of far left political indoctrination,"harass,conservative,indoctrination",negative
1512, RT     Something magical   Eastmain leads Cree territory in graduation rates 3 years running,"magical,leads",positive
1513, RT    Students accuse Cambridge university of  greenwashing  ties with oil firms,accuse,negative
1514, RT   Palmater   reconciliation w Indig ppls includes self education  Check out   on  warriorlifepodcast who gives us update on C,reconciliation,positive
1515, RT    Imagine  Imagine being a university  Imagine being a university and sending an email to your international students th,NONE,neutral
1516, RT    Imagine  Imagine being a university  Imagine being a university and sending an email to your international students th,NONE,neutral
1517, Education  News Calcutta university declared BA    part II results,NONE,neutral
1518, RT    After attending university for many months  it s only on this day that the girl with the blonde hair received an education  htt,NONE,neutral
1519, Tell this ignomarus education doesn t cancel ignorance and greedy  Does this person understand money go,"ignorance,greedy",negative
1520, RT    WATCH  College leftists harass conservative students   This is the direct result of far left political indoctrination,"harass,conservative,indoctrination",negative
1521, RT    Can someone with a smarter legal brain than me explain why this prof is protected by the first amendment  No one is suggestin,smarter,positive
1522, Warm congratulations to graduates of Leeds Beckett University in  Mauritius   strong partnership with Rushmore Busi,"warm,congratulations,strong",positive
1523, RT    Imagine  Imagine being a university  Imagine being a university and sending an email to your international students th,NONE,neutral
1524, RT    Imagine  Imagine being a university  Imagine being a university and sending an email to your international students th,NONE,neutral
1525, RT    Modern university education  Where the young stop independent thought and debate,modern,positive
1526, RT    Imagine  Imagine being a university  Imagine being a university and sending an email to your international students th,NONE,neutral
1527, RT    WATCH  College leftists harass conservative students   This is the direct result of far left political indoctrination,"harass,conservative,indoctrination",negative
1528, RT   hindu  Hundreds of people took to the streets in Delhi today in support of the students  protest against the hostel and mess fee hi,"protest,mess",negative
1529, RT    Extremely blessed and excited to announce that I will be continuing my education and soccer career at Texas Lutheran Univer,excited,positive
1530, It took years to set up the open university   and by magic the national education service,magic,positive
1531, RT     Something magical   Eastmain leads Cree territory in graduation rates 3 years running,"magical,leads",positive
1532, RT   hindu  Hundreds of people took to the streets in Delhi today in support of the students  protest against the hostel and mess fee hi,"protest,mess",negative
1533, RT    Not good enough  There should be ZERO mandatory online courses  There are so many problems with forced e learning  Some st,"good,enough",positive
1534, RT    WATCH  College leftists harass conservative students   This is the direct result of far left political indoctrination,"harass,conservative,indoctrination",negative
1535, RT    WATCH  College leftists harass conservative students   This is the direct result of far left political indoctrination,"harass,conservative,indoctrination",negative
1536, RT    Imagine  Imagine being a university  Imagine being a university and sending an email to your international students th,NONE,neutral
1537, RT    London South Bank University offers programmes at  Bahrain s ASU   including at its dedicated Engineering School to boost k,"dedicated,boost",positive
1538, Something magical   Eastmain leads Cree territory in graduation rates 3 years running   CBC News,"magical,leads",positive
1539, Australia will still have its economy and its wealth after the climate hysteria dies  Canada will be the n,"hysteria,dies",negative
1540, RT      Moreover for his small increase in income Tax   he gets free University Education  saving him  50 000   fr,free,positive
1541, RT     Something magical   Eastmain leads Cree territory in graduation rates 3 years running,"magical,leads",positive
1542, RT   in  Institutions like Jio University will manufacture docile  deshbhakts   None of this is a secret   That is why the Ambedkari,like,positive
1543, RT    1  straight As banging grades 2  higher education in a prestigious university 3  being able to spoil my family the way th,NONE,neutral
1544, RT    WATCH  College leftists harass conservative students   This is the direct result of far left political indoctrination,"harass,conservative,indoctrination",negative
1545, RT    We continue our celebration of International Education Week by celebrating our international partnerships     In September  N,celebration,positive
1546, RT     NFLDraft Edication  Benefits of the       All 32 NFL teams 200  scouts     5  Facilitates Hotel     Historic S,benefits,positive
1547, RT   edu  Are you prepared for the changing needs of educators  amp  students  Join the webinar to learn how  Alexa is removing language blo,NONE,neutral
1548, I have never ever ever seen a university statement like this  My god,like,positive
1549, RT   edu  Are you prepared for the changing needs of educators  amp  students  Join the webinar to learn how  Alexa is removing language blo,NONE,neutral
1550, RT    1  straight As banging grades 2  higher education in a prestigious university 3  being able to spoil my family the way th,NONE,neutral
